date,Newspaper,Body Text,title
2024-06-11T01:47:43+0000,The New York Times,"israel-hamaswar advertisement supported by when a truck carrying three of four rescued hostage broke down and came under fire , israel say it called in an airstrike . score of palestinian were killed , gazan official say . bybilal shbairandronen bergman bilal shbair reported from nuseirat in the gaza strip , and ronen bergman from tel aviv . when the four israeli woke up in gaza on saturday , they had been heldhostage by hamas for 245 day . the building in which they were being kept , two low-rise , concrete apartment block , looked much like the other nearby residence in a civilian neighborhood full of palestinian family . within a few hour , the captive , three men and one woman , would be reunited with their own family , the result of a risky , long-planned rescue operation in which the full might of the israeli military would be used to devastating effect . “ i ’ m so emotional , ” one hostage , noa argamani , 26 , told prime minister benjamin netanyahu of israel in a phone call after her release . “ it ’ s been so long since i heard hebrew . ” the rescue effort in nuseirat involved hundred of intelligence officer and two team of commando who simultaneously stormed the home in which the hostage were being held , the israeli military said . in one apartment , where the male hostage were imprisoned , a firefight broke out between the soldier and the hamas guard , according to the military and video footage it released of the encounter . later , and under a hail of gunfire , the truck in which three hostage and a wounded israeli officer were being evacuated broke down and wa surrounded by militant , israeli official said . in an effort to give the rescuer enough time and ample cover to get the captive to freedom , the military said , the air force began striking dozen of nearby target . many palestinian became aware of the fighting only when they heard bomb exploding . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement","after week of planning , second made the difference in israel ’ s hostage rescue"
2024-03-22T14:36:10+0000,The New York Times,,a look at the three previous u.n . cease-fire resolution the u.s . vetoed
2024-03-14T22:33:56+0000,The New York Times,,"a irish leader visit u.s . , shamrock camaraderie is strained by gaza war"
2024-05-24T17:30:40+0000,The New York Times,"israel-hamaswar advertisement israeli bombardment and raid have put many of gaza ’ s hospital out of operation and only a few remain even partially functional . byraja abdulrahim israeli force massed at the entrance to a major hospital in the northern gaza strip on friday , trapping more than a dozen medical personnel inside and all but putting one of the last functioning hospital out of operation , according to a doctor and palestinian news medium . for day , the israeli military ha bombarded the area around kamal adwan hospital in beit lahia , near the northernmost edge of the territory . it advance with tank toward the northern entrance cut off access to the hospital , according to dr . eid sabbah , the head of nursing at the hospital . “ now it is considered practically , because it is besieged , not operational , ” said dr . sabbah , who had been at the hospital on thursday . many patient were receiving kidney dialysis on thursday , he said , but they also left before the military cut off access . “ the military ha reached the entrance , ” he said . the blockade of kamal adwan came two day after the israeli military ordered patient and staff atal awda hospitalnearjabaliya , another major medical center in northern gaza , to evacuate on wednesday and then raided the complex . about 30 people remained there , including medical staff and patient in critical condition who could not be transferred . israeli force destroyed door and damaged equipment , gazan official said . the israeli military ha repeatedly besieged and assaulted gaza ’ s hospital , contending that hamas , the armed group that led the oct . 7 attack on israel , us them a shield , with it fighter operating within the hospital and from tunnel beneath them . hamas and hospital administrator have denied the claim . the israeli military ha taken journalist on tour of one hospital it raided and provided document it say prove it claim about hamas and hospital . but there ha been no independent verification of the claim . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",israeli force cut off access to kamal adwan hospital in northern gaza
2024-04-15T23:17:57+0000,The New York Times,,"israeli settler kill 2 palestinian men in the west bank , official say"
2024-04-02T17:20:32+0000,The New York Times,,fear grow that syria strike could spur retaliatory attack on israel and u.s .
2024-06-10T23:43:46+0000,The New York Times,"israel-hamaswar advertisement the vote wa aimed at keeping the divisive issue in the hand of legislator instead of judge , who have repeatedly determined that an exemption should not stand . byephrat livni israel ’ s parliament on tuesday voted to revive a bill that would enable ultra-orthodox men to be drafted into the military , a divisive issue that ha become especially contentious since the war in gaza began last october . the vote , which passed 63-57 , wa a procedural step aimed at keeping the hot-button issue in the hand of legislator instead of judge , who have repeatedly determined thatthe exemption , dating to the founding of israel , should not stand . many secular israeli have long lamented the draft exemption for the most religious member of society . the issue ha taken new prominence since the hamas-led attack in israel on oct . 7 set off a war that ha prompted repeated call-ups of reserve soldier . the bill , which revives a proposal made in 2022 , would limit the exemption for young ultra-orthodox men enrolled in religious study , establish recruitment quota for them and provide alternative service option , among other change . some critic contend , however , that the proposal would not significantly increase military service among the ultra-orthodox , known in hebrew a haredi . the bill wa advanced in may by prime minister benjamin netanyahu , in an apparent effort to deter israel ’ s supreme court from taking the lead on the matter.the justice are currently considering whether the government must immediately begin drafting the ultra-orthodox , following the expiration of a law last year that wa temporarily extended and ha expired again . the vote on tuesday wa widely seen a intended to send a signal to the court that the knesset wa addressing the issue . the court ordered the government to address it long ago , but year of legislative effort have failed to produce meaningful change . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",israel ’ s parliament revives bill on drafting ultra-orthodox men into military
2024-05-19T21:47:07+0000,The New York Times,,critic fault ‘ aggressive ’ n.y.p.d . response to pro-palestinian rally
2024-03-14T11:00:53+0000,The New York Times,,new u.k . extremism policy raise concern over free speech
2024-03-28T23:00:19+0000,The New York Times,,fighting rage around two gaza hospital a pressure on israel rise
2024-03-05T15:25:07+0000,The New York Times,"israel-hamaswar advertisement u.s . air force cargo plane dropped 36,800 ready-to-eat meal , in a joint operation with the jordanian air force , but a pentagon spokesman said were no plan to put u.s . force on the ground . byhelene cooper the united state made a second round of airdrop of humanitarian aid into the gaza strip on tuesday , a the biden administration continued it effort to prevent a greater humanitarian disaster in the palestinian territory . u.s . air force cargo plane dropped 36,800 ready-to-eat meal , in a joint operation with the jordanian air force , “ to provide essential relief to civilian affected by the ongoing conflict , ” u.s . central command said in a statement on tuesday . it said that army troop trained in aerial delivery were part of the airdrop , and that it wa planning more such mission . however , the pentagon said on tuesday that the united state did not intend to send it troop into gaza to strengthen the aid distribution process . “ at this time there are no plan to put u.s . force on the ground in gaza , ” maj . gen . patrick ryder , a pentagon spokesman , said at a news conference . some aid expert and humanitarian group have criticized the american airdrop a insufficient and largely symbolic , given the scale of the hunger problem facing gaza after five month of war . cargo plane can only move a fraction of the food a convoy of truck can deliver , expert say , and a better solution would be for the united state to persuade israel to open more border crossing and speed up inspection . the operation on tuesday followed a first round of airdrop on saturday , two day aftermore than 100 palestinian were killedas israeli force opened fire around a convoy of aid truck in northern gaza . doctor at gaza hospital said most of the casualty were from gunfire . the israeli military said most of the victim were trampled a they tried to seize the cargo , although israeli official acknowledged that troop had fired on some people who they said had threatened them . after the convoy killing , president biden said the united state would find new way to get aid to palestinian in desperate need because of israel ’ s five-month military campaign to destroy hamas . only atrickle of aidhas been reaching northern gaza via land , but aid group have criticized airdrop asineffective . the amount of aid delivered by a french plane in anairdroplast week wa much less than a single truckload . although mr . biden ha implored israel , which ha largely sealed it border with gaza , to clear the way for more aid delivery , the demand for food , water and medicine there remains huge . those condition have put mr . biden under political pressure to do more to help the palestinian , even a the united state supply israel with military hardware . despite his frustration with israel ’ s political leadership , mr . biden ha not threatened to put limit on american military aid to the country . helene cooperis a pentagon correspondent . she wa previously an editor , diplomatic correspondent and white house correspondent.more about helene cooper advertisement",u.s . conduct 2nd airdrop but will not use troop on the ground in aid effort
2024-03-23T00:24:29+0000,The New York Times,,"ocasio-cortez , in house speech , accuses israel of ‘ genocide ’"
2024-04-05T17:02:09+0000,The New York Times,,gazans describe search for food and wonder if it will get worse
2024-05-21T00:06:28+0000,The New York Times,"advertisement supported by violent response to pro-palestinian activist follow a sweeping agreement aimed at striking an equilibrium between preserving public safety and the right of protester . bymaria cramer last september , the new york police departmentsigned a sweeping agreement in federal courtthat wa meant to end overwhelming response to protest that often led to violent clash , large-scale arrest and expensive civil right lawsuit . the sight of hundred of officer in tactical gearmoving in on pro-palestinian demonstrator in bay ridge , brooklyn , on saturdaysuggested to civil libertarian that the department might not abide by the agreement when it is fully implemented . at least two officer wearing the white shirt of commander were filmed punching three protester who were prone in the middle of a crosswalk . and film clip of recent campus protest showed some officer pushing and dragging student , a handful of whom later said they had been injured by the police , though many officer appeared to show restraint during the arrest . “ i think member of the public are very concerned that the police will be unwilling or unable to meet their end of the bargain , ” said jennvine wong , a staff attorney with legal aid , which , along with the new york civil liberty union , filed a lawsuit against the city over the department ’ s response to protest in 2020 afterthe killing of george floyd . that lawsuit wa later combined with a complaint filed by letitia james , the state attorney general , over what she called widespread abuse during the black life matter protest . last fall , police official and m . james reached the agreement in federal court , intended to strike a new equilibrium between the department ’ s need to preserve public safety and the right of protester . the city , along with two major police union , agreed to develop policy and training that would teach the department to respond gradually to demonstration , rather than sending in large number of officer immediately , and to emphasize de-escalation over an immediate show of force . the implementation wa expected to take three year . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",brooklyn protest raise doubt about n.y.p.d . commitment to new tactic
2024-04-17T20:30:09+0000,The New York Times,,"israeli response to iran attack seems inevitable , despite ally ’ plea"
2024-03-17T22:56:21+0000,The New York Times,,"‘ we ’ re not a banana republic , ’ netanyahu say , rejecting criticism from u.s ."
2024-04-05T14:52:01+0000,The New York Times,,mcdonald ’ s to buy back 225 franchised outlet in israel after boycott
2024-03-05T22:58:53+0000,The New York Times,"advertisement the campaign have been fragmented , organized with far less time and resource than michigan ’ s operation . byanjali huynh organizer in several super tuesday state are calling on voter to oppose president biden at the ballot box over his stance on the war in israel and gaza , building on momentum that began last month in michigan . more than 101,000 michigandersvoted “ uncommitted ” in the state ’ s democratic primary , after a group of young arab american started a campaign encouraging voter to protest mr . biden ’ s alliance with israel — earning two delegate to the democratic national convention . inspired by the campaign , pro-palestinian group around the country started similar effort to push the president to call for a permanent cease-fire . in colorado , a group of palestinian activist scrambled to create a social medium campaign for the state ’ s “ noncommitted delegate ” optionwhile michigan return were still coming in last week . in minnesota , organizer knocked on door and held get-out-the-vote event to promotethe “ uncommitted ” category , with outreach to muslim somali american and young voter . and in massachusetts , thousand of protestersat a rally in cambridgechanted “ no preference , ” the similar designated protest option . the campaign have been fragmented , organized with far less time and resource than michigan ’ s operation . many were planned in a matter of day , well after early voting had already begun , and several organizer declined to articulate specific benchmark for what would constitute success on tuesday night beyond the goal of seeing mr . biden move his position . ( organizer in minnesota said they were aiming for 5,000 “ uncommitted ” vote , a low target that wa about double what the category received in the 2020 democratic primary . ) the other state also lack michigan ’ s position in the broader backlash to mr . biden ’ s policy : the state ha a sizable arab american population , for whom the issue ha been particularly painful , and ahead of the vote , prominent democrat in the statewarned about the potentialfor political peril . the “ uncommitted ” effort drew the backing of representative rashida tlaib , a member of the group of liberal in the house known a the squad . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",how the ‘ uncommitted ’ effort to protest biden ha spread in super tuesday state
2024-04-23T02:39:10+0000,The New York Times,,university struggle a pro-palestinian demonstration grow
2024-03-07T20:25:09+0000,The New York Times,"advertisement domestic and international anger over israel ’ s response to the oct . 7 attack ha complicated president biden ’ s diplomatic and re-election effort . bymichael crowley nearly five month since hamas militant attacked and killed about 1,200 people in israel , president biden ha been swept into the resulting upheaval in the region . a he prepares to address the nation , he find himself navigating a wider middle east emergency with profound moral , political and security implication for his presidency . early sympathy for israel after the oct . 7 attack ha given way to domestic and international anger over the suffering in gaza . israel ’ s subsequent military campaign to crush hamas ha now killed more than 30,000 palestinian , according to official in gaza , with dire shortage of food , water and medicine creating a humanitarian crisis . because israel ’ s military heavily depends on american-supplied weapon and munition , mr . biden is under pressure at home and abroad to rein in israel and alleviate the suffering in gaza . but despite increasingly adamant call for israel to do more to protect civilian and provide them with aid , u.s . official say that is not happening . even so , mr . biden ha restrained his criticism of israel ’ s right-wing government and resisted demand for restricting american aid to israel , often reminding the world that israel wa brutally attacked and ha a right to self-defense . he ha ordered airdrop of aid into gaza to supplement the limited truck convoy that enter the territory from israel . but aid worker say those aerial supply will make little difference . seeking to do more , mr . biden will announce a plan for the united state to build a floating pier off gaza that can receive more supply . u.s . official say their best hope is to help broker a deal between israel and hamas to pause the fighting for several week , allow for the release of israeli hostage held by hamas , and enable a surge of humanitarian supply into the territory . some u.s . official think that such a pause in combat could evolve into a longer-term cease-fire . talk among several nation to strike a deal have been underway for week , and u.s . official say that israel ha signed off on an offer . but hamas ha yet to agree . we are having trouble retrieving the article content . please enable javascript in your browser setting . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour time account , orsubscribefor all of the time . thank you for your patience while we verify access . already a subscriber ? log in . want all of the time ? subscribe . advertisement",war in gaza present biden with challenge at home and abroad
2024-04-14T02:29:50+0000,The New York Times,,u.s . intercept dozen of iranian drone and missile aimed at israel
2024-05-05T14:30:10+0000,The New York Times,,police again clear pro-palestinian encampment at u.s.c .
2024-04-01T20:55:15+0000,The New York Times,,3 top iranian commander are reported killed in israeli strike in syria
2024-03-19T11:18:44+0000,The New York Times,,israel ’ s spy chief return home a cease-fire talk continue in qatar
2024-03-25T18:00:49+0000,The New York Times,,trump urge israel to ‘ finish up your war ’
